symbol,entry_date,entry_price,exit_price,max_price,min_price,actual_return,max_return,min_return,days_tracked,market_cap,sector,industry,price,rsi,price_vs_ma20,price_vs_ma50,ma20_vs_ma50,mom_5d,mom_10d,mom_30d,volume_ratio,atr_pct,pct_from_52w_high,pct_from_52w_low,perf_1d,perf_5d,perf_1m,category
RIVN,2025-12-20,21.75,19.219999313354492,22.690000534057617,18.690000534057617,-11.632187065036817,4.32184153589709,-14.06896306180406,12,23562049536,Consumer Cyclical,Auto Manufacturers,21.75,69.61805676282552,21.481232299228346,38.50503711225965,14.013526608866512,16.310155682480932,23.50936539556308,42.81024723396869,0.7824853212135976,6.303775956478025,-4.142796438663276,75.54478932457461,-3.118043381517461,16.310155682480932,42.81024723396869,loser_selected
LULU,2025-12-20,212.3699951171875,203.89999389648438,217.22000122070312,200.4499969482422,-3.988322934239985,2.2837529853684613,-5.612844772336016,12,24180328448,Consumer Cyclical,Apparel Retail,212.3699951171875,75.7607100099994,10.702490592076346,18.82421058752174,7.336528701393745,2.9473081724431838,16.023821518177876,27.83361757377454,0.7385556315567737,4.411102840375115,-6.02265725624712,32.35073303710274,1.3941266228172262,2.9473081724431838,27.83361757377454,loser_selected
ARWR,2025-12-20,69.0,64.55999755859375,76.76000213623047,60.619998931884766,-6.434786146965579,11.246379907580389,-12.144929084224977,12,8970773504,Healthcare,Biotechnology,69.0,68.03199018337571,9.908926326840524,41.6741778605759,28.901430116125226,0.8035107031103187,0.5830926162918273,75.88580373474717,0.2933795006263433,6.805280128621166,-4.643450223894682,124.71910168196408,1.2323889271701798,0.8035107031103187,75.88580373474717,loser_selected
BAC,2025-12-20,55.880001068115234,55.849998474121094,57.54999923706055,54.880001068115234,-0.05369111206273743,2.988543552298181,-1.7895489994372844,12,422231572480,Financial Services,Banks - Diversified,55.880001068115234,75.0210210906244,3.596682803072021,5.914919025665983,2.2377514027169387,0.9940343735030434,3.673468434478011,5.583444729054325,0.7967789988127781,1.7462105665905878,-0.40990828681954466,15.743651350541905,1.103673973763966,0.9940343735030434,5.583444729054325,loser_selected
SCCO,2025-12-20,147.17999267578125,170.52000427246094,171.0800018310547,142.0,15.858141566900846,16.238626406186953,-3.5194951308308005,12,139672158208,Basic Materials,Copper,147.17999267578125,69.6921129953235,5.625005009900887,9.512998136468068,3.6809400635793916,2.3077937239983544,4.353374703579292,9.308777736048937,0.8547746969410621,2.8953852120931205,-1.7161985470575962,36.25942956526999,2.2083282470703125,2.3077937239983544,9.308777736048937,winner_missed
PATH,2025-12-20,16.700000762939453,16.31999969482422,17.940000534057617,15.489999771118164,-2.275455393741841,7.425147990831022,-7.245514590074249,12,8727114752,Technology,Software - Infrastructure,16.700000762939453,63.186811632097736,3.0291853227352656,7.456314663069939,4.296966268797378,3.341589855360181,-13.426646084309354,16.783220560791168,0.9259420100742872,6.621899722414707,-15.826609705135825,40.57239564029557,3.598014227731499,3.341589855360181,16.783220560791168,winner_missed
ILMN,2025-12-20,137.60000610351562,141.07000732421875,151.33999633789062,130.4199981689453,2.521803100860813,9.985457576243485,-5.2180287907609815,12,21682460672,Healthcare,Diagnostics & Research,137.60000610351562,68.3863724044596,4.9340396427773445,16.236248197114424,10.770774281455978,1.9863681966660245,8.13360008134823,12.879412945949529,1.0311878874555886,2.912688363738592,-0.8645510964396123,56.36364329944957,2.09230401377027,1.9863681966660245,12.879412945949529,winner_missed
NVDA,2025-12-20,183.69000244140625,184.86000061035156,193.6300048828125,182.35000610351562,0.6369416698758663,5.4112920187787195,-0.7294878981331928,12,4500786511872,Technology,Semiconductors,183.69000244140625,52.6329363193377,2.0970808568219375,-1.0581311460823768,-3.0904037377220357,4.197634260081132,-1.0024255347668893,-2.3650128240980144,0.6803317350176619,2.679974282561232,-13.426541301631797,8.34575615690929,1.4917933953784899,4.197634260081132,-2.3650128240980144,other_winner
TSLA,2025-12-20,488.7300109863281,445.010009765625,498.8299865722656,424.3699951171875,-8.945634652652048,2.066575687781948,-13.168828273764642,12,1480022818816,Consumer Cyclical,Auto Manufacturers,488.7300109863281,69.95907576972262,8.157454720708895,10.76802371045707,2.413674578871475,2.82342334406295,11.181133335328127,13.78516099067314,1.1061457604603362,3.6809687453767377,-2.024733046892383,27.6790878689876,1.5648376118613174,2.82342334406295,13.78516099067314,other_loser
AAPL,2025-12-20,270.9700012207031,259.3699951171875,277.8399963378906,255.6999969482422,-4.2809189398303555,2.5353342016601825,-5.635311733280625,12,3832542658560,Technology,Consumer Electronics,270.9700012207031,17.726949762576822,-2.3489301361171515,0.38522389949159197,2.799922253202057,-1.1455197908358417,-2.490198662405693,1.0290480793245422,0.7712535046864472,1.6596466052917098,-6.115305313243457,11.160933826242998,-0.986594100396103,-1.1455197908358417,1.0290480793245422,other_loser
MSFT,2025-12-20,484.9200134277344,479.2799987792969,489.70001220703125,469.5,-1.1630814345174492,0.9857293258549368,-3.179908644878472,12,3562567892992,Technology,Software - Infrastructure,484.9200134277344,46.16431102490118,0.4732369390825485,-2.863059042757845,-3.320581762348522,2.1271231093299514,-1.2423069778056741,-2.212551428869462,0.6409913657182037,1.7122124422698959,-12.261141437831538,4.308545709342479,-0.20579518693743187,2.1271231093299514,-2.212551428869462,other_loser
GOOGL,2025-12-20,309.7799987792969,328.57000732421875,330.8299865722656,305.29998779296875,6.065597720629097,6.795141027799486,-1.4461911692109968,12,3979679891456,Communication Services,Internet Content & Information,309.7799987792969,45.135186673247375,-1.2359541909001563,7.247240996911556,8.5893556894265,0.5061311895449325,-1.2558977515222067,11.172635960681339,0.6372163737501543,2.5385845756420338,-5.731642361729534,31.43768736460661,0.8529740480370678,0.5061311895449325,11.172635960681339,other_winner
META,2025-12-20,661.5,653.0599975585938,673.5800170898438,635.719970703125,-1.2758885021022297,1.8261552667942178,-3.8972077546296293,12,1646055784448,Communication Services,Internet Content & Information,661.5,56.21645473225297,1.8031119262319917,0.25016421235701475,-1.525442282157608,2.1605828517521863,-0.7139279153766581,6.486866115217873,0.8618407058118412,3.053859700110979,-15.742110153333316,13.899273403521443,0.4144056936125488,2.1605828517521863,6.486866115217873,other_loser
AMD,2025-12-20,214.9499969482422,203.1699981689453,234.02000427246094,203.07000732421875,-5.480343776014744,8.871834191656498,-5.526861964498664,12,330769203200,Technology,Semiconductors,214.9499969482422,49.727281701959626,0.4401693070485323,-6.439342358942322,-6.849362872895988,3.550436001626879,-2.785945296506406,-7.960091150261442,0.7337394518723065,3.9048946989395192,-19.518493427031185,38.874530716816075,0.7121793209120127,3.550436001626879,-7.960091150261442,other_loser
MU,2025-12-20,276.4783020019531,345.0899963378906,346.29998779296875,268.181665962978,24.81630342747577,25.253947700576656,-3.000827182060932,12,388401987584,Technology,Semiconductors,276.4783020019531,63.32998146288029,14.23626866461797,20.639839675284342,5.60554987091392,16.45894225766405,12.016038463825856,16.253364872692387,1.1550374785915227,5.604735143922852,-1.2143269456305479,78.96101389662972,4.012480614565906,16.45894225766405,16.253364872692387,other_winner
INTC,2025-12-20,36.369998931884766,45.54999923706055,45.72999954223633,34.95000076293945,25.24058447834564,25.73549872212358,-3.9043118247122957,12,217273483264,Technology,Semiconductors,36.369998931884766,20.416647725629076,-6.4292905390296085,-4.36849829950607,2.2023903114501038,-3.0391880582783255,-9.751861984061001,-4.615793566557762,0.6115879307780353,5.129818007064779,-17.378467620005893,26.592410412039097,-1.2221639507582875,-3.0391880582783255,-4.615793566557762,other_winner
